,GT_noa
2997,12
2998,36
2999,11
3000,10
3001,11
3002,21
3003,22
3004,31
3005,27
3006,15
3007,20
3008,38
3009,27
3010,10
3011,22
3012,16
3013,12
3014,29
3015,20
3016,29
3017,7
3018,19
3019,13
3020,18
3021,4
3022,15
3023,12
3024,19
3025,23
3026,15
3027,27
3028,31
3029,11
3030,24
3031,22
3032,18
3033,6
3034,19
3035,17
3036,18
3037,25
3038,19
3039,33
3040,21
3041,22
3042,19
3043,20
3044,33
3045,29
3046,34
3047,32
3048,11
3049,12
3050,36
3051,15
3052,11
3053,9
3054,28
3055,12
3056,21
3057,17
3058,19
3059,15
3060,33
3061,26
3062,27
3063,24
3064,14
3065,22
3066,32
3067,34
3068,20
3069,23
3070,16
3071,12
3072,10
3073,46
3074,17
3075,18
3076,26
3077,27
3078,29
3079,26
3080,10
3081,23
3082,24
3083,13
3084,17
3085,23
3086,15
3087,36
3088,35
3089,12
3090,25
3091,16
3092,13
3093,35
3094,21
3095,25
3096,33
3097,20
3098,37
3099,22
3100,21
3101,33
3102,29
3103,31
3104,26
3105,23
3106,23
3107,36
3108,32
3109,26
3110,32
3111,17
3112,18
3113,18
3114,27
3115,31
3116,30
3117,10
3118,19
3119,27
3120,29
3121,23
3122,14
3123,13
3124,15
3125,24
3126,16
3127,19
3128,30
3129,35
3130,26
3131,12
3132,16
3133,16
3134,12
3135,17
3136,31
3137,16
3138,26
3139,30
3140,31
3141,22
3142,12
3143,17
3144,23
3145,15
3146,20
3147,40
3148,24
3149,19
3150,17
3151,13
3152,19
3153,14
3154,19
3155,16
3156,20
3157,9
3158,16
3159,37
3160,22
3161,35
3162,33
3163,22
3164,28
3165,28
3166,18
3167,24
3168,17
3169,36
3170,33
3171,37
3172,35
3173,26
3174,19
3175,15
3176,46
3177,22
3178,11
3179,27
3180,21
3181,46
3182,31
3183,26
3184,46
3185,33
3186,15
3187,27
3188,29
3189,23
3190,15
3191,21
3192,13
3193,21
3194,32
3195,24
3196,14
3197,12
3198,15
3199,17
3200,34
3201,29
3202,17
3203,15
3204,20
3205,14
3206,36
3207,22
3208,23
3209,26
3210,23
3211,12
3212,17
3213,35
3214,14
3215,21
3216,35
3217,28
3218,5
3219,26
3220,26
3221,12
3222,46
3223,27
3224,33
3225,28
3226,11
3227,15
3228,12
3229,18
3230,46
3231,17
3232,24
3233,35
3234,33
3235,20
3236,31
3237,21
3238,14
3239,22
3240,20
3241,18
3242,31
3243,23
3244,16
3245,20
3246,22
3247,21
3248,14
3249,11
3250,15
3251,11
3252,16
3253,18
3254,24
3255,36
3256,20
3257,30
3258,19
3259,31
3260,16
3261,32
3262,26
3263,20
3264,22
3265,22
3266,17
3267,26
3268,26
3269,17
3270,14
3271,22
3272,10
3273,29
3274,26
3275,27
3276,15
3277,30
3278,22
3279,27
3280,27
3281,19
3282,32
3283,8
3284,31
3285,9
3286,14
3287,23
3288,14
3289,16
3290,10
3291,31
3292,46
3293,12
3294,32
3295,17
3296,18
3297,13
3298,16
3299,33
3300,25
3301,34
3302,17
3303,11
3304,22
3305,20
3306,23
3307,35
3308,18
3309,19
3310,30
3311,17
3312,16
3313,23
3314,19
3315,10
3316,23
3317,24
3318,23
3319,20
3320,14
3321,18
3322,10
3323,15
3324,24
3325,12
3326,14
3327,31
3328,19
3329,36
3330,11
3331,20
3332,32
3333,23
3334,29
3335,17
3336,30
3337,18
3338,22
3339,15
3340,27
3341,21
3342,14
3343,23
3344,17
3345,22
3346,12
3347,28
3348,15
3349,20
3350,17
3351,14
3352,26
3353,46
3354,18
3355,24
3356,28
3357,46
3358,24
3359,34
3360,27
3361,35
3362,38
3363,31
3364,22
3365,24
3366,26
3367,35
3368,38
3369,32
3370,14
3371,17
3372,34
3373,14
3374,14
3375,30
3376,13
3377,11
3378,39
3379,30
3380,36
3381,10
3382,23
3383,26
3384,11
3385,17
3386,30
3387,17
3388,29
3389,29
3390,14
3391,27
3392,24
3393,37
3394,12
3395,14
3396,13
3397,27
3398,13
3399,16
3400,24
3401,14
3402,31
3403,32
3404,20
3405,36
3406,26
3407,46
3408,22
3409,34
3410,14
3411,22
3412,16
3413,20
3414,29
3415,26
3416,26
3417,17
3418,16
3419,34
3420,20
3421,37
3422,11
3423,10
3424,29
3425,27
3426,13
3427,36
3428,35
3429,27
3430,11
3431,16
3432,30
3433,19
3434,22
3435,13
3436,22
3437,23
3438,17
3439,14
3440,35
3441,16
3442,23
3443,36
3444,24
3445,14
3446,19
3447,38
3448,9
3449,8
3450,29
3451,19
3452,13
3453,19
3454,46
3455,31
3456,27
3457,25
3458,24
3459,12
3460,46
3461,20
3462,13
3463,19
3464,13
3465,32
3466,15
3467,28
3468,31
3469,14
3470,17
3471,35
3472,27
3473,29
3474,14
3475,36
3476,8
3477,19
3478,7
3479,32
3480,26
3481,32
3482,17
3483,33
3484,11
3485,34
3486,16
3487,10
3488,9
3489,12
3490,19
3491,23
3492,33
3493,30
3494,33
3495,46
3496,19
3497,28
3498,27
3499,16
3500,23
3501,27
3502,18
3503,34
3504,31
3505,30
3506,22
3507,14
3508,35
3509,12
3510,37
3511,9
3512,15
3513,16
3514,31
3515,13
3516,29
3517,23
3518,27
3519,19
3520,12
3521,32
3522,21
3523,38
3524,17
3525,21
3526,36
3527,37
3528,36
3529,24
3530,13
3531,33
3532,21
3533,8
3534,32
3535,36
3536,29
3537,13
3538,25
3539,15
3540,10
3541,10
3542,20
3543,24
3544,16
3545,9
3546,25
3547,34
3548,24
3549,10
3550,10
3551,19
3552,36
3553,13
3554,20
3555,16
3556,24
3557,9
3558,21
3559,22
3560,19
3561,37
3562,31
3563,36
3564,14
3565,12
3566,27
3567,23
3568,10
3569,16
3570,12
3571,15
3572,27
3573,12
3574,11
3575,14
3576,33
3577,32
3578,32
3579,30
3580,32
3581,24
3582,18
3583,30
3584,15
3585,12
3586,15
3587,46
3588,22
3589,13
3590,15
3591,15
3592,10
3593,46
3594,30
3595,8
3596,35
3597,26
3598,17
3599,17
3600,16
3601,39
3602,27
3603,26
3604,9
3605,32
3606,30
3607,26
3608,14
3609,37
3610,23
3611,15
3612,20
3613,10
3614,20
3615,13
3616,37
3617,5
3618,27
3619,19
3620,13
3621,16
3622,9
3623,12
3624,16
3625,18
3626,25
3627,12
3628,22
3629,30
3630,24
3631,23
3632,24
3633,31
3634,27
3635,11
3636,29
3637,10
3638,23
3639,24
3640,14
3641,7
3642,26
3643,20
3644,17
3645,25
3646,29
3647,15
3648,13
3649,26
3650,24
3651,10
3652,19
3653,36
3654,29
3655,35
3656,14
3657,16
3658,17
3659,30
3660,30
3661,12
3662,30
3663,11
3664,13
3665,20
3666,37
3667,22
3668,30
3669,33
3670,46
3671,19
3672,17
3673,18
3674,24
3675,28
3676,34
3677,29
3678,23
3679,31
3680,25
3681,21
3682,29
3683,29
3684,27
3685,25
3686,8
3687,9
3688,33
3689,24
3690,30
3691,16
3692,12
3693,28
3694,16
3695,21
3696,17
3697,14
3698,22
3699,14
3700,21
3701,14
3702,13
3703,29
3704,32
3705,33
3706,12
3707,11
3708,32
3709,10
3710,29
3711,30
3712,35
3713,16
3714,14
3715,18
3716,38
3717,19
3718,18
3719,15
3720,32
3721,16
3722,46
3723,13
3724,22
3725,27
3726,21
3727,37
3728,28
3729,29
3730,16
3731,22
3732,35
3733,11
3734,26
3735,15
3736,46
3737,31
3738,18
3739,23
3740,13
3741,27
3742,16
3743,20
3744,27
3745,37
3746,23
3747,35
3748,11
3749,17
3750,18
3751,19
3752,36
3753,16
3754,12
3755,28
3756,35
3757,13
3758,23
3759,13
3760,15
3761,18
3762,18
3763,13
3764,32
3765,32
3766,20
3767,5
3768,9
3769,20
3770,28
3771,14
3772,27
3773,15
3774,32
3775,10
3776,13
3777,17
3778,8
3779,14
3780,27
3781,15
3782,22
3783,14
3784,20
3785,9
3786,31
3787,33
3788,25
3789,24
3790,36
3791,32
3792,10
3793,26
3794,32
3795,19
3796,13
3797,36
3798,21
3799,24
3800,20
3801,26
3802,18
3803,10
3804,10
3805,15
3806,22
3807,5
3808,15
3809,22
3810,26
3811,28
3812,18
3813,11
3814,18
3815,22
3816,21
3817,27
3818,25
3819,22
3820,38
3821,15
3822,17
3823,34
3824,26
3825,15
3826,13
3827,23
3828,22
3829,28
3830,24
3831,15
3832,35
3833,29
3834,32
3835,30
3836,37
3837,32
3838,24
3839,10
3840,13
3841,22
3842,16
3843,11
3844,14
3845,22
3846,33
3847,15
3848,16
3849,13
3850,36
3851,27
3852,21
3853,17
3854,11
3855,17
3856,15
3857,35
3858,27
3859,9
3860,21
3861,46
3862,35
3863,24
3864,18
3865,31
3866,18
3867,24
3868,22
3869,11
3870,19
3871,23
3872,21
3873,21
3874,33
3875,19
3876,10
3877,32
3878,30
3879,29
3880,23
3881,32
3882,27
3883,46
3884,32
3885,20
3886,33
3887,33
3888,15
3889,30
3890,23
3891,18
3892,28
3893,18
3894,24
3895,15
3896,29
3897,30
3898,17
3899,23
3900,23
3901,19
3902,10
3903,27
3904,16
3905,23
3906,31
3907,31
3908,36
3909,21
3910,17
3911,22
3912,9
3913,17
3914,32
3915,21
3916,35
3917,23
3918,16
3919,11
3920,19
3921,25
3922,27
3923,14
3924,17
3925,22
3926,18
3927,33
3928,23
3929,37
3930,18
3931,22
3932,25
3933,27
3934,12
3935,28
3936,27
3937,13
3938,29
3939,14
3940,21
3941,32
3942,12
3943,21
3944,17
3945,34
3946,16
3947,46
3948,10
3949,28
3950,19
3951,18
3952,21
3953,30
3954,24
3955,16
3956,13
3957,31
3958,10
3959,20
3960,36
3961,13
3962,20
3963,12
3964,36
3965,24
3966,23
3967,35
3968,24
3969,34
3970,37
3971,15
3972,13
3973,20
3974,23
3975,27
3976,29
3977,27
3978,38
3979,31
3980,22
3981,22
3982,20
3983,20
3984,12
3985,16
3986,20
3987,18
3988,17
3989,19
3990,11
3991,24
3992,22
3993,15
3994,10
3995,35
3996,12
3997,30
3998,31
3999,31
4000,23
4001,13
4002,12
4003,21
4004,20
4005,32
4006,31
4007,22
4008,20
4009,13
4010,26
4011,20
4012,12
4013,22
4014,29
4015,24
4016,31
4017,16
4018,30
4019,11
4020,22
4021,23
4022,25
4023,46
4024,22
4025,46
4026,21
4027,18
4028,15
4029,31
4030,26
4031,25
4032,11
4033,27
4034,16
4035,15
4036,14
4037,32
4038,34
4039,25
4040,11
4041,31
4042,20
4043,17
4044,28
4045,17
4046,31
4047,15
4048,16
4049,11
4050,14
4051,27
4052,32
4053,25
4054,34
4055,12
4056,13
4057,14
4058,25
4059,21
4060,36
4061,25
4062,46
4063,27
4064,23
4065,26
4066,15
4067,15
4068,13
4069,9
4070,14
4071,17
4072,28
4073,16
4074,12
4075,35
4076,22
4077,10
4078,10
4079,25
4080,22
4081,20
4082,31
4083,24
4084,12
4085,36
4086,18
4087,15
4088,24
4089,28
4090,31
4091,14
4092,29
4093,22
4094,21
4095,19
4096,9
4097,46
4098,20
4099,20
4100,23
4101,24
4102,23
4103,21
4104,20
4105,13
4106,27
4107,33
4108,36
4109,11
4110,15
4111,32
4112,19
4113,24
4114,19
4115,24
4116,22
4117,24
4118,24
4119,29
4120,16
4121,32
4122,12
4123,12
4124,23
4125,14
4126,12
4127,26
4128,16
4129,13
4130,20
4131,14
4132,21
4133,37
4134,25
4135,24
4136,15
4137,23
4138,17
4139,29
4140,32
4141,13
4142,19
4143,33
4144,12
4145,11
4146,15
4147,38
4148,22
4149,36
4150,32
4151,27
4152,32
4153,20
4154,24
4155,21
4156,16
4157,16
4158,8
4159,19
4160,25
4161,17
4162,23
4163,23
4164,8
4165,27
4166,35
4167,15
4168,18
4169,28
4170,30
4171,22
4172,32
4173,25
4174,19
4175,22
4176,21
4177,14
4178,10
4179,11
4180,30
4181,32
4182,26
4183,31
4184,12
4185,18
4186,15
4187,24
4188,13
4189,20
4190,13
4191,14
4192,35
4193,10
4194,15
4195,19
4196,13
4197,12
4198,20
4199,12
4200,20
4201,19
4202,16
4203,22
4204,33
4205,26
4206,36
4207,15
4208,46
4209,15
4210,32
4211,32
4212,22
4213,8
4214,16
4215,15
4216,12
4217,28
4218,10
4219,28
4220,24
4221,15
4222,31
4223,24
4224,11
4225,33
4226,11
4227,16
4228,7
4229,16
4230,19
4231,12
4232,9
4233,15
4234,29
4235,32
4236,15
4237,9
4238,17
4239,18
4240,10
4241,21
4242,36
4243,25
4244,8
4245,23
4246,26
4247,28
4248,24
4249,29
4250,18
4251,32
4252,12
4253,30
4254,14
4255,15
4256,20
4257,26
4258,14
4259,32
4260,20
4261,13
4262,38
4263,25
4264,25
4265,16
4266,30
4267,32
4268,37
4269,33
4270,28
4271,12
4272,37
4273,17
4274,22
4275,37
4276,30
4277,46
4278,17
4279,24
4280,23
4281,20
4282,34
4283,12
4284,46
4285,29
4286,16
4287,26
4288,19
4289,14
4290,23
4291,27
4292,21
4293,23
4294,27
4295,17
4296,24
4297,37
4298,27
4299,12
4300,11
4301,17
4302,23
4303,36
4304,21
4305,26
4306,37
4307,8
4308,12
4309,13
4310,34
4311,11
4312,13
4313,26
4314,33
4315,18
4316,46
4317,16
4318,38
4319,17
4320,13
4321,18
4322,33
4323,21
4324,31
4325,36
4326,27
4327,16
4328,24
4329,13
4330,22
4331,28
4332,12
4333,18
4334,13
4335,10
4336,23
4337,10
4338,18
4339,24
4340,13
4341,22
4342,8
4343,17
4344,16
4345,10
4346,9
4347,34
4348,34
4349,12
4350,29
4351,35
4352,9
4353,10
4354,38
4355,32
4356,20
4357,21
4358,16
4359,17
4360,15
4361,12
4362,11
4363,34
4364,28
4365,20
4366,19
4367,46
4368,18
4369,34
4370,11
4371,20
4372,14
4373,10
4374,15
4375,25
4376,33
4377,18
4378,10
4379,34
4380,12
4381,16
4382,11
4383,32
4384,11
4385,10
4386,27
4387,27
4388,24
4389,16
4390,23
4391,25
4392,31
4393,17
4394,32
4395,27
4396,30
4397,24
4398,25
4399,11
4400,11
4401,21
4402,10
4403,21
4404,22
4405,28
4406,17
4407,15
4408,21
4409,22
4410,7
4411,36
4412,19
4413,12
4414,26
4415,13
4416,36
4417,29
4418,34
4419,21
4420,22
4421,22
4422,20
4423,34
4424,37
4425,15
4426,23
4427,35
4428,46
4429,46
4430,27
4431,25
4432,28
4433,12
4434,13
4435,21
4436,29
4437,23
4438,13
4439,19
4440,21
4441,16
4442,22
4443,18
4444,20
4445,29
4446,17
4447,21
4448,33
4449,29
4450,27
4451,13
4452,18
4453,10
4454,20
4455,18
4456,21
4457,15
4458,8
4459,15
4460,30
4461,11
4462,11
4463,21
4464,18
4465,13
4466,18
4467,29
4468,46
4469,17
4470,29
4471,11
4472,18
4473,9
4474,11
4475,20
4476,29
4477,13
4478,19
4479,24
4480,11
4481,27
4482,39
4483,23
4484,10
4485,29
4486,20
4487,12
4488,14
4489,16
4490,14
4491,12
4492,25
4493,12
4494,24
4495,26
4496,13
4497,25
4498,23
4499,14
4500,11
4501,35
4502,16
4503,35
4504,26
4505,18
4506,13
4507,21
4508,9
4509,15
4510,33
4511,28
4512,15
4513,16
4514,31
4515,13
4516,11
4517,15
4518,18
4519,23
4520,12
4521,33
4522,24
4523,26
4524,31
4525,17
4526,18
4527,26
4528,25
4529,14
4530,24
4531,15
4532,12
4533,22
4534,17
4535,20
4536,14
4537,21
4538,8
4539,28
4540,29
4541,31
4542,34
4543,17
4544,20
4545,34
4546,13
4547,30
4548,19
4549,33
4550,21
4551,31
4552,33
4553,29
4554,34
4555,17
4556,20
4557,16
4558,28
4559,27
4560,17
4561,21
4562,13
4563,22
4564,23
4565,16
4566,14
4567,14
4568,19
4569,21
4570,12
4571,27
4572,35
4573,22
4574,30
4575,24
4576,27
4577,13
4578,32
4579,15
4580,13
4581,14
4582,10
4583,17
4584,14
4585,32
4586,30
4587,20
4588,18
4589,12
4590,14
4591,26
4592,24
4593,9
4594,18
4595,15
4596,12
4597,22
4598,23
4599,15
4600,21
4601,18
4602,22
4603,10
4604,31
4605,25
4606,30
4607,46
4608,33
4609,24
4610,16
4611,15
4612,26
4613,30
4614,28
4615,11
4616,23
4617,18
4618,28
4619,27
4620,16
4621,25
4622,24
4623,15
4624,16
4625,28
4626,27
4627,17
4628,30
4629,13
4630,31
4631,17
4632,32
4633,28
4634,19
4635,23
4636,24
4637,26
4638,15
4639,10
4640,11
4641,34
4642,20
4643,32
4644,35
4645,13
4646,19
4647,12
4648,46
4649,14
4650,33
4651,35
4652,20
4653,25
4654,19
4655,10
4656,18
4657,24
4658,32
4659,21
4660,17
4661,17
4662,25
4663,23
4664,21
4665,10
4666,30
4667,35
4668,11
4669,14
4670,28
4671,31
4672,11
4673,23
4674,46
4675,34
4676,24
4677,31
4678,18
4679,14
4680,20
4681,15
4682,29
4683,28
4684,18
4685,17
4686,21
4687,19
4688,24
4689,34
4690,12
4691,26
4692,16
4693,27
4694,25
4695,11
4696,16
4697,31
4698,35
4699,18
4700,30
4701,23
4702,11
4703,24
4704,15
4705,18
4706,14
4707,26
4708,14
4709,14
4710,23
4711,23
4712,38
4713,29
4714,37
4715,13
4716,14
4717,13
4718,15
4719,15
4720,20
4721,21
4722,26
4723,23
4724,15
4725,23
4726,12
4727,31
4728,24
4729,25
4730,28
4731,15
4732,21
4733,29
4734,28
4735,30
4736,11
4737,30
4738,17
4739,19
4740,14
4741,19
4742,33
4743,17
4744,19
4745,16
4746,15
4747,23
4748,27
4749,18
4750,20
4751,36
4752,19
4753,16
4754,24
4755,16
4756,9
4757,31
4758,14
4759,25
4760,15
4761,19
4762,35
4763,33
4764,21
4765,12
4766,15
4767,30
4768,39
4769,25
4770,22
4771,19
4772,39
4773,20
4774,17
4775,21
4776,36
4777,11
4778,17
4779,28
4780,16
4781,32
4782,25
4783,12
4784,29
4785,25
4786,17
4787,30
4788,21
4789,28
4790,15
4791,13
4792,17
4793,12
4794,23
4795,17
4796,34
4797,32
4798,46
4799,25
4800,32
4801,12
4802,29
4803,37
4804,14
4805,31
4806,12
4807,13
4808,24
4809,18
4810,19
4811,24
4812,18
4813,28
4814,12
4815,16
4816,22
4817,18
4818,18
4819,28
4820,17
4821,15
4822,16
4823,15
4824,27
4825,14
4826,24
4827,14
4828,31
4829,21
4830,14
4831,34
4832,20
4833,24
4834,14
4835,28
4836,12
4837,14
4838,16
4839,16
4840,27
4841,12
4842,23
4843,15
4844,10
4845,18
4846,16
4847,20
4848,22
4849,36
4850,22
4851,17
4852,35
4853,7
4854,23
4855,46
4856,26
4857,21
4858,22
4859,24
4860,14
4861,25
4862,34
4863,27
4864,14
4865,28
4866,25
4867,13
4868,33
4869,20
4870,11
4871,30
4872,35
4873,38
4874,29
4875,28
4876,46
4877,10
4878,37
4879,37
4880,28
4881,18
4882,21
4883,10
4884,35
4885,21
4886,25
4887,29
4888,14
4889,11
4890,18
4891,29
4892,13
4893,12
4894,10
4895,33
4896,16
4897,13
4898,10
4899,18
4900,24
4901,12
4902,25
4903,18
4904,20
4905,22
4906,13
4907,14
4908,13
4909,28
4910,21
4911,16
4912,11
4913,28
4914,19
4915,22
4916,25
4917,26
4918,29
4919,25
4920,20
4921,20
4922,22
4923,38
4924,46
4925,25
4926,17
4927,13
4928,22
4929,25
4930,15
4931,18
4932,20
4933,31
4934,15
4935,36
4936,36
4937,17
4938,32
4939,13
4940,10
4941,22
4942,11
4943,15
4944,35
4945,9
4946,27
4947,21
4948,22
4949,33
4950,8
4951,23
4952,19
4953,21
4954,15
4955,18
4956,32
4957,17
4958,31
4959,21
4960,14
4961,17
4962,7
4963,11
4964,11
4965,12
4966,11
4967,35
4968,27
4969,18
4970,13
4971,22
4972,13
4973,25
4974,30
4975,12
4976,33
4977,16
4978,27
4979,10
4980,15
4981,16
4982,29
4983,29
4984,24
4985,8
4986,9
4987,11
4988,10
4989,24
4990,19
4991,15
4992,23
4993,33
4994,20
4995,13
4996,25
4997,37
4998,25
4999,29
5000,21
5001,23
5002,21
5003,16
5004,13
5005,13
5006,12
5007,18
5008,18
5009,32
5010,15
5011,22
5012,20
5013,22
5014,20
5015,19
5016,18
5017,27
5018,17
5019,25
5020,11
5021,8
5022,19
5023,14
5024,32
5025,27
5026,26
5027,25
5028,19
5029,24
5030,20
5031,12
5032,16
5033,12
5034,15
5035,35
5036,16
5037,14
5038,39
5039,20
5040,12
5041,14
5042,10
5043,11
5044,20
5045,21
5046,32
5047,22
5048,10
5049,18
5050,33
5051,35
5052,28
5053,19
5054,27
5055,33
5056,13
5057,10
5058,17
5059,19
5060,18
5061,12
5062,23
5063,23
5064,21
5065,19
5066,23
5067,15
5068,11
5069,12
5070,18
5071,22
5072,27
5073,13
5074,19
5075,33
5076,9
5077,10
5078,24
5079,10
5080,26
5081,31
5082,12
5083,25
5084,18
5085,46
5086,29
5087,35
5088,22
5089,10
5090,38
5091,22
5092,28
5093,14
5094,18
5095,12
5096,11
5097,15
5098,29
5099,22
5100,28
5101,22
5102,22
5103,34
5104,12
5105,38
5106,21
5107,14
5108,39
5109,20
5110,37
5111,23
5112,25
5113,10
5114,15
5115,20
5116,29
5117,31
5118,16
5119,27
5120,23
5121,19
5122,31
5123,29
5124,22
5125,15
5126,10
5127,7
5128,38
5129,26
5130,21
5131,27
5132,34
5133,22
5134,14
5135,27
5136,14
5137,11
5138,16
5139,35
5140,24
5141,26
5142,37
5143,12
5144,11
5145,23
5146,20
5147,21
5148,12
5149,12
5150,24
5151,9
5152,10
5153,10
5154,23
5155,22
5156,19
5157,21
5158,24
5159,19
5160,14
5161,35
5162,14
5163,19
5164,33
5165,12
5166,18
5167,37
5168,11
5169,18
5170,21
5171,17
5172,13
5173,28
5174,10
5175,24
5176,35
5177,23
5178,10
5179,38
5180,34
5181,33
5182,46
5183,34
5184,30
5185,15
5186,19
5187,11
5188,34
5189,15
5190,15
5191,23
5192,24
5193,18
5194,17
5195,21
5196,17
5197,22
5198,17
5199,26
5200,16
5201,15
5202,26
5203,21
5204,16
5205,34
5206,12
5207,8
5208,35
5209,12
5210,10
5211,19
5212,27
5213,13
5214,31
5215,18
5216,32
5217,9
5218,28
5219,12
5220,14
5221,21
5222,19
5223,18
5224,22
5225,23
5226,8
5227,13
5228,46
5229,22
5230,17
5231,33
5232,28
5233,17
5234,33
5235,11
5236,27
5237,19
5238,20
5239,29
5240,17
5241,19
5242,31
5243,17
5244,23
5245,13
5246,27
5247,32
5248,29
5249,15
5250,24
5251,36
5252,18
5253,26
5254,26
5255,18
5256,21
5257,28
5258,30
5259,17
5260,29
5261,9
5262,12
5263,11
5264,24
5265,27
5266,29
5267,32
5268,13
5269,16
5270,30
5271,19
5272,13
5273,33
5274,17
5275,27
5276,14
5277,29
5278,16
5279,10
5280,13
5281,34
5282,25
5283,19
5284,20
5285,26
5286,30
5287,31
5288,15
5289,21
5290,18
5291,29
5292,32
5293,10
5294,13
5295,33
5296,17
5297,13
5298,46
5299,26
5300,16
5301,46
5302,9
5303,25
5304,13
5305,33
5306,14
5307,9
5308,24
5309,30
5310,33
5311,28
5312,26
5313,22
5314,18
5315,21
5316,25
5317,16
5318,16
5319,15
5320,15
5321,12
5322,14
5323,26
5324,39
5325,9
5326,35
5327,20
5328,29
5329,12
5330,19
5331,23
5332,20
5333,36
5334,16
5335,19
5336,14
5337,18
5338,13
5339,30
5340,27
5341,26
5342,13
5343,27
5344,14
5345,30
5346,15
5347,23
5348,13
5349,18
5350,31
5351,24
5352,25
5353,17
5354,10
5355,30
5356,16
5357,27
5358,12
5359,28
5360,11
5361,29
5362,20
5363,29
5364,11
5365,22
5366,24
5367,12
5368,23
5369,35
5370,30
5371,9
5372,21
5373,21
5374,19
5375,10
5376,22
5377,15
5378,13
5379,11
5380,38
5381,38
5382,16
5383,22
5384,10
5385,19
5386,23
5387,24
5388,15
5389,33
5390,19
5391,11
5392,36
5393,28
5394,27
5395,19
5396,16
5397,15
5398,11
5399,17
5400,16
5401,33
5402,16
5403,10
5404,16
5405,16
5406,20
5407,11
5408,11
5409,9
5410,17
5411,15
5412,36
5413,31
5414,10
5415,15
5416,9
5417,17
5418,15
5419,29
5420,28
5421,34
5422,24
5423,10
5424,19
5425,29
5426,36
5427,35
5428,31
5429,13
5430,46
5431,13
5432,15
5433,23
5434,12
5435,12
5436,16
5437,14
5438,36
5439,15
5440,28
5441,8
5442,15
5443,25
5444,28
5445,32
5446,28
5447,20
5448,28
5449,21
5450,31
5451,19
5452,23
5453,30
5454,25
5455,24
5456,35
5457,37
5458,31
5459,23
5460,23
5461,10
5462,15
5463,9
5464,20
5465,36
5466,24
5467,23
5468,9
5469,15
5470,12
5471,15
5472,25
5473,27
5474,10
5475,46
5476,20
5477,23
5478,16
5479,18
5480,20
5481,17
5482,20
5483,19
5484,34
5485,11
5486,10
5487,18
5488,19
5489,16
5490,22
5491,32
5492,33
5493,13
5494,25
5495,15
5496,31
5497,15
5498,28
5499,26
5500,8
5501,19
5502,14
5503,14
5504,28
5505,31
5506,10
5507,14
5508,18
5509,35
5510,46
5511,33
5512,21
5513,33
5514,20
5515,13
5516,11
5517,33
5518,9
5519,33
5520,35
5521,17
5522,14
5523,21
5524,18
5525,18
5526,18
5527,15
5528,17
5529,10
5530,12
5531,28
5532,22
5533,21
5534,31
5535,17
5536,36
5537,37
5538,32
5539,33
5540,29
5541,36
5542,24
5543,20
5544,35
5545,17
5546,17
5547,13
5548,4
5549,17
5550,11
5551,15
5552,14
5553,9
5554,22
5555,20
5556,12
5557,30
5558,20
5559,14
5560,15
5561,24
5562,17
5563,18
5564,24
5565,14
5566,18
5567,27
5568,27
5569,9
5570,24
5571,29
5572,25
5573,12
5574,21
5575,11
5576,24
5577,30
5578,11
5579,31
5580,35
5581,11
5582,21
5583,30
5584,19
5585,30
5586,13
5587,15
5588,29
5589,22
5590,14
5591,14
5592,14
5593,25
5594,12
5595,24
5596,20
5597,20
5598,25
5599,15
5600,37
5601,32
5602,19
5603,14
5604,13
5605,15
5606,24
5607,13
5608,36
5609,18
5610,16
5611,12
5612,35
5613,10
5614,8
5615,32
5616,28
5617,18
5618,29
5619,28
5620,10
5621,26
5622,22
5623,26
5624,16
5625,12
5626,28
5627,19
5628,13
5629,46
5630,19
5631,17
5632,17
5633,16
5634,34
5635,17
5636,27
5637,20
5638,23
5639,18
5640,19
5641,28
5642,26
5643,10
5644,13
5645,11
5646,32
5647,12
5648,23
5649,28
5650,17
5651,15
5652,16
5653,11
5654,24
5655,31
5656,20
5657,22
5658,30
5659,31
5660,18
5661,33
5662,13
5663,19
5664,18
5665,22
5666,14
5667,24
5668,17
5669,17
5670,25
5671,20
5672,18
5673,16
5674,31
5675,26
5676,36
5677,14
5678,12
5679,11
5680,30
5681,23
5682,21
5683,26
5684,9
5685,37
5686,23
5687,32
5688,23
5689,23
5690,21
5691,26
5692,25
5693,31
5694,27
5695,26
5696,16
5697,26
5698,29
5699,9
5700,20
5701,23
5702,10
5703,25
5704,28
5705,11
5706,46
5707,11
5708,13
5709,12
5710,33
5711,36
5712,30
5713,36
5714,24
5715,27
5716,26
5717,22
5718,18
5719,18
5720,14
5721,16
5722,31
5723,14
5724,28
5725,36
5726,25
5727,31
5728,18
5729,29
5730,21
5731,22
5732,30
5733,19
5734,18
5735,38
5736,34
5737,18
5738,31
5739,24
5740,15
5741,21
5742,28
5743,11
5744,22
5745,27
5746,23
5747,26
5748,20
5749,24
5750,19
5751,35
5752,20
5753,40
5754,13
5755,10
5756,13
5757,23
5758,15
5759,29
5760,19
5761,26
5762,34
5763,14
5764,28
5765,20
5766,15
5767,14
5768,26
5769,22
5770,18
5771,18
5772,28
5773,14
5774,13
5775,27
5776,12
5777,16
5778,27
5779,29
5780,14
5781,32
5782,18
